url,statut_gsc,derniere_exploration,canonical_utilisateur,canonical_google,sitemap,date_publication
https://l0g.fr/en/tools/cooling-adaptation-quote/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/en/tools/e-invoicing-platform-cost/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/en/tools/reservoir-arbitrator/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/en/tools/thermal-discharge-thresholds/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/en/tools/wet-megawatt-counter/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/en/tools/who-can-see-my-e-invoice/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/guides/lire-les-cds-souverains/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/guides/lire-une-titrisation-de-credit-a-la-consommation/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/hebdo/2026-08-02-atlas-athene/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/maintenant/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/outils/devis-adaptation-refroidissement/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/outils/qui-peut-voir-ma-facture/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/bilan-apollo-non-consolide/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/credit-prive-risque-trou-donnees/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/euroclear-chambre-forte-opaque-avoirs-russes/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/fhlb-preteur-avant-dernier-ressort/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/fissure-consommateur-americain-economie-en-k/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/le-peage-du-tresor-acces-clearing-obligatoire/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/rechute-des-puces-bear-market-profits-records/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/risque-europeen-supervision-nationale-fonds/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/strip-clubs-annoncent-ils-recessions/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/synapse-baas-grand-livre-manquant/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/warsh-fed-sans-guidance-cout-incertitude-fomc-juillet-2026/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/yen-163412-contrats-vendeurs-avant-choc/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/publications/auditer-l-opacite/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/publications/eau-electricite/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/publications/euro-numerique/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/radar/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/series/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/sources/congress-govinfo-cbo/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/sources/dgfip-legifrance/,"Détectée, actuellement non indexée",,,,,
https://l0g.fr/posts/pontes-bce-blockchain-privee-reglement-tokenise/,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/publications/votre-identite-dans-un-telephone/,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/posts/votre-identite-dans-un-telephone-8-votre-identite-doit-vous-laisser-un-recu/,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/posts/cash-pas-cash-coussin-liquidite-fonds-obligataires/,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/api/v1/signals/barometre-stress-macro-euro/history.csv,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/api/v1/signals/history.csv,"Explorée, actuellement non indexée",2026-08-29,,,,
https://l0g.fr/api/v1/catalog.ndjson,"Explorée, actuellement non indexée",2026-08-27,,,,
https://l0g.fr/api/v1/integrity.json,"Explorée, actuellement non indexée",2026-08-27,,,,
https://l0g.fr/llms-full-en.txt,"Explorée, actuellement non indexée",2026-08-27,,,,
https://l0g.fr/outils/cout-plateforme-facturation-electronique/model.json,"Explorée, actuellement non indexée",2026-08-26,,,,
https://l0g.fr/outils/prix-centimetre-danube/model.json,"Explorée, actuellement non indexée",2026-08-26,,,,
https://l0g.fr/api/v1/changes.ndjson,"Explorée, actuellement non indexée",2026-08-25,,,,
https://l0g.fr/llms.txt,"Explorée, actuellement non indexée",2026-08-24,,,,
https://l0g.fr/hebdo/2026-08-23/linkedin.txt,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/hebdo/2026-08-23/citation.txt,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/hebdo/2026-08-23/thread-x.txt,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/hebdo/2026-08-23/donnees.csv,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/publications/euro-numerique-enquete-l0g.epub,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/news-sitemap.xml,"Explorée, actuellement non indexée",2026-08-23,,,,
https://l0g.fr/api/v1/history.csv,"Explorée, actuellement non indexée",2026-08-21,,,,
https://l0g.fr/api/v1/signals/barometre-stress-macro-us/history.csv,"Explorée, actuellement non indexée",2026-08-21,,,,
https://l0g.fr/api/v1/agent-bench.json,"Explorée, actuellement non indexée",2026-08-20,,,,
https://l0g.fr/api/v1/evidence-graph.json,"Explorée, actuellement non indexée",2026-08-20,,,,
https://l0g.fr/api/v1/signals/thermometre-fragilite-carry-yen/history.ndjson,"Explorée, actuellement non indexée",2026-08-20,,,,
https://l0g.fr/api/v1/signals/barometre-stress-macro-us/history.json,"Explorée, actuellement non indexée",2026-08-19,,,,
https://l0g.fr/api/v1/signals/barometre-stress-macro-us/history.ndjson,"Explorée, actuellement non indexée",2026-08-19,,,,
https://l0g.fr/api/v1/signals/indice-tension-energie/history.ndjson,"Explorée, actuellement non indexée",2026-08-15,,,,
https://l0g.fr/api/v1/signals/indice-tension-energie/history.csv,"Explorée, actuellement non indexée",2026-08-12,,,,
https://l0g.fr/.well-known/security.txt,"Explorée, actuellement non indexée",2026-08-11,,,,
https://l0g.fr/api/v1/signals/thermometre-stress-dette/history.csv,"Explorée, actuellement non indexée",2026-08-10,,,,
https://l0g.fr/publications/epsteins-money-l0g.epub,"Explorée, actuellement non indexée",2026-08-10,,,,
https://l0g.fr/posts/risque-inflationniste-2026/,"Explorée, actuellement non indexée",2026-08-10,,,,
https://l0g.fr/publications/l-argent-d-epstein-l0g.epub,"Explorée, actuellement non indexée",2026-08-10,,,,
https://l0g.fr/api/v1/toolset-manifest.json,"Explorée, actuellement non indexée",2026-08-07,,,,
https://l0g.fr/api/v1/signals/current.json,"Explorée, actuellement non indexée",2026-08-07,,,,
https://l0g.fr/api/mcp/usage,"Explorée, actuellement non indexée",2026-08-06,,,,
https://l0g.fr/api/v1/signals/indice-tension-energie/history.json,"Explorée, actuellement non indexée",2026-08-04,,,,
https://l0g.fr/api/v1/signals/history.ndjson,"Explorée, actuellement non indexée",2026-08-03,,,,
https://l0g.fr/api/v1/history.ndjson,"Explorée, actuellement non indexée",2026-08-02,,,,
https://l0g.fr/posts/credit-prive-juin-2026-defaut-record-gating/,"Explorée, actuellement non indexée",2026-08-02,,,,
https://l0g.fr/openapi.json,"Explorée, actuellement non indexée",2026-07-25,,,,
https://l0g.fr/7/,"Explorée, actuellement non indexée",2026-07-21,,,,
https://l0g.fr/api/v1/search-index.json,"Explorée, actuellement non indexée",2026-07-18,,,,
https://l0g.fr/api/v1/black-box.json,"Explorée, actuellement non indexée",2026-07-18,,,,
https://l0g.fr/api/v1/catalog.json,"Explorée, actuellement non indexée",2026-07-09,,,,
https://l0g.fr/api/v1/signals/schema.json,"Explorée, actuellement non indexée",2026-07-02,,,,
https://l0g.fr/agents.json,"Explorée, actuellement non indexée",2026-07-02,,,,
https://l0g.fr/api/v1/claims.ndjson,"Explorée, actuellement non indexée",2026-07-02,,,,
https://l0g.fr/risk-events.json,"Explorée, actuellement non indexée",2026-06-30,,,,
https://l0g.fr/confluence.json,"Explorée, actuellement non indexée",2026-06-30,,,,
https://l0g.fr/api/v1/history/index.json,"Explorée, actuellement non indexée",2026-06-25,,,,
https://l0g.fr/rss.xml,"Explorée, actuellement non indexée",2026-06-23,,,,
https://l0g.fr/api/v1/risk.json,"Explorée, actuellement non indexée",2026-06-22,,,,
https://l0g.fr/api/v1/risk.xml,"Explorée, actuellement non indexée",2026-06-20,,,,
https://crypto.l0g.fr/2026/04/10/la-petite-excursion-de-trump-qui-transforme-la-famine-en-arme-de-destruction-massive/feed/,"Explorée, actuellement non indexée",2026-06-14,,,,
https://crypto.l0g.fr/2026/05/17/la-guerre-diran-de-2026-anatomie-dun-seisme-economique-et-politique-mondial/feed/,"Explorée, actuellement non indexée",2026-06-13,,,,
https://crypto.l0g.fr/category/regulation/feed/,"Explorée, actuellement non indexée",2026-06-13,,,,
https://crypto.l0g.fr/comments/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/2026/04/10/point-de-situation-sur-le-detroit-dormuz-avril-2026-le-art-of-the-deal-de-trump-qui-a-failli-transformer-le-golfe-en-barbecue-nucleaire/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/2026/04/10/linflation-us-fait-son-grand-come-back-bravo-les-experts-on-applaudit-bien-fort/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/2026/04/10/liran-et-ses-peages-dormuz-en-usdt-sur-tron-masterclass-de-contournement-ofac-ou-comment-lirgc-se-fait-payer-en-dollars-sans-que-loncle-sam-puisse-touch/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/2026/04/10/le-private-credit-en-2026-le-nouveau-roi-du-shadow-banking-qui-commence-a-tousser-et-a-begayer-sur-les-retraits/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/category/geopolitique/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/category/finance/feed/,"Explorée, actuellement non indexée",2026-06-12,,,,
https://crypto.l0g.fr/category/macroeconomie/feed/,"Explorée, actuellement non indexée",2026-06-11,,,,
https://crypto.l0g.fr/2026/04/10/point-de-situation-sur-le-detroit-dormuz-avril-2026-le-art-of-the-deal-de-trump-qui-a-failli-transformer-le-golfe-en-barbecue-nucleaire/,"Explorée, actuellement non indexée",2026-05-05,,,,
https://l0g.fr/glossaire/nfp/lire-le-rapport-emploi-nfp,Introuvable (404),2026-08-19,,,,
https://l0g.fr/hard-commodities/,Introuvable (404),2026-08-18,,,,
https://l0g.fr/glossaire/fomc/lire-le-dot-plot-sep,Introuvable (404),2026-08-18,,,,
https://l0g.fr/glossaire/sep/lire-le-dot-plot-sep,Introuvable (404),2026-08-18,,,,
https://l0g.fr/calendrier-eco/,Introuvable (404),2026-08-17,,,,
https://l0g.fr/glossaire/lire-le-dot-plot-sep,Introuvable (404),2026-07-27,,,,
https://l0g.fr/glossaire/m2/m2-masse-monetaire-risk-on,Introuvable (404),2026-07-16,,,,
https://crypto.l0g.fr/category/regulation/,Introuvable (404),2026-07-15,,,,
https://crypto.l0g.fr/category/obligataire/,Introuvable (404),2026-07-11,,,,
https://crypto.l0g.fr/mag7/,Introuvable (404),2026-07-11,,,,
https://crypto.l0g.fr/category/finance/,Introuvable (404),2026-07-11,,,,
https://l0g.fr/glossaire/lire-le-rapport-emploi-nfp,Introuvable (404),2026-07-05,,,,
https://l0g.fr/glossaire/core-cpi/lire-le-cpi-inflation-us,Introuvable (404),2026-07-03,,,,
https://l0g.fr/wp-admin/*,Introuvable (404),2026-07-02,,,,
https://l0g.fr/wp-content/*,Introuvable (404),2026-06-26,,,,
https://l0g.fr/*,Introuvable (404),2026-06-26,,,,
https://l0g.fr/wp-*.php,Introuvable (404),2026-06-24,,,,
https://l0g.fr/wp-content/plugins/*,Introuvable (404),2026-06-19,,,,
https://crypto.l0g.fr/category/obligataire/feed/,Introuvable (404),2026-06-17,,,,
https://l0g.fr/api/mcp/compact,Bloquée en raison d’un autre problème de type 4xx,2026-08-19,,,,
https://l0g.fr/api/mcp,Bloquée en raison d’un autre problème de type 4xx,2026-06-29,,,,
https://l0g.fr/llms-full.txt,Bloquée en raison d’une interdiction d’accès (403),2026-07-06,,,,
https://l0g.fr/posts/,Bloquée en raison d’une interdiction d’accès (403),2026-06-25,,,,
https://crypto.l0g.fr/,Page en double sans URL canonique sélectionnée par l’utilisateur,2026-07-04,,,,
